,project,prefixes,prefixes_names,main_releases,rapid_releases,trad_releases,patches,releases,time
1628,Automattic/wp-calypso,23,@automattic/social-previews@ @automattic/eslint-plugin-wpcalypso@ @automattic/webpack-rtl-plugin@ desktop-v @automattic/babel-plugin-i18n-calypso@ @automattic/interpolate-components@ calypso- @automattic/effective-module-tree@ eslint-plugin-wpcalypso@ @automattic/calypso-babel-config@ @automattic/tree-select@ i18n-calypso@ @automattic/babel-plugin-transform-wpcalypso-async@ wp-calypso@ @automattic/explat-client-react-helpers@ @automattic/popup-monitor@ @automattic/explat-client@ desktop- @automattic/data-stores@ @automattic/jetpack-blocks@ desktop/ v @automattic/format-currency@,139,32,13,47,186,0 days 00:00:02.961656
1629,mattboldt/typed.js,1,v,3,0,2,19,22,0 days 00:00:00.025085
1630,oliver-moran/jimp,2, v,15,2,2,71,86,0 days 00:00:00.055801
1631,casbin/casbin,1,v,68,10,5,118,186,0 days 00:00:00.254058
1632,tabler/tabler-icons,1,v,69,30,1,15,84,0 days 00:00:00.057433
1633,ish-app/ish,3,builds/iostestflight/ builds/beta/ builds/,318,42,2,0,318,0 days 00:00:00.234618
1634,sivel/speedtest-cli,1,v,5,0,4,24,29,0 days 00:00:00.022387
1635,foambubble/foam,1,v,17,8,2,44,61,0 days 00:00:00.053251
1636,mlflow/mlflow,2, v,35,21,1,20,55,0 days 00:00:00.177491
1637,android/compose-samples,3,github/dev dev v,5,1,1,8,13,0 days 00:00:00.082137
1638,arut/nginx-rtmp-module,1,v,12,2,0,100,112,0 days 00:00:00.063868
1639,Netflix/zuul,2,zuul- v,9,0,6,43,52,0 days 00:00:00.069915
1640,qax-os/excelize,1,v,11,0,10,6,17,0 days 00:00:00.052220
1641,Miserlou/Zappa,2, v,50,30,3,71,121,0 days 00:00:00.143494
1642,calcom/cal.com,3,v. V v,7,4,0,3,10,0 days 00:00:00.266212
1643,Delgan/loguru,1,,6,0,4,12,18,0 days 00:00:00.031355
1644,react-dates/react-dates,1,v,78,43,1,81,159,0 days 00:00:00.115563
1645,trufflesuite/truffle,92, truffle-external-compile@ @truffle/contract-schema@ @truffle/box@ @truffle/preserve-to-filecoin@ truffle-debug-utils@ @truffle/plugins@ truffle-decode-utils@ @truffle/require@ @truffle/events@ truffle-solidity-loader@ truffle-config@ @truffle/codec@ truffle-compile@ truffle-blockchain-utils@ truffle-core@ truffle-provider@ truffle-contract-sources@ truffle-solidity-utils@ @truffle/decode-utils@ @truffle/contract-sources@ truffle-workflow-compile@ truffle-deployer@ truffle-sawtooth-seth-provider@ @truffle/db-kit@ @truffle/preserve-to-buckets@ @truffle/dashboard@ @truffle/core@ truffle-error@ truffle-require@ @truffle/hdwallet-provider@ @truffle/spinners@ @truffle/deployer@ @truffle/encoder@ truffle-hdwallet-provider@ @truffle/compile-vyper@ @truffle/solidity-utils@ truffle-provisioner@ @truffle/fetch-and-compile@ @truffle/compile-solidity@ @truffle/migrate@ @truffle/reporters@ @truffle/expect@ @truffle/debugger@ truffle-resolver@ truffle-interface-adapter@ truffle-reporters@ @truffle/blockchain-utils@ truffle-debugger@ @truffle/code-utils@ @truffle/workflow-compile@ @truffle/compile-common@ truffle-contract@ @truffle/preserve@ @truffle/provisioner@ truffle@ @truffle/external-compile@ @truffle/contract-tests@ truffle-artifactor@ truffle-contract-schema@ truffle-compile-vyper@ @truffle/abi-utils@ @truffle/profiler@ truffle-migrate@ v. @truffle/source-map-utils@ @truffle/dashboard-message-bus@ @truffle/config@ @truffle/decoder@ @truffle/error@ @truffle/resolver@ @truffle/contract@ @truffle/source-fetcher@ @truffle/db-loader@ @truffle/interface-adapter@ @truffle/dashboard-provider@ @truffle/solidity-loader@ @truffle/sawtooth-seth-provider@ @truffle/environment@ truffle-decoder@ truffle-box@ truffle-environment@ @truffle/db@ truffle-legacy-system@ truffle-code-utils@ @truffle/provider@ @truffle/preserve-fs@ @truffle/artifactor@ @truffle/preserve-to-ipfs@ v @truffle/debug-utils@ truffle-expect@,58,0,8,4135,4193,0 days 00:00:26.221666
1646,GoogleContainerTools/jib,1,v,2,0,1,7,9,0 days 00:00:00.040590
1647,carloscuesta/gitmoji,1,v,13,4,2,5,18,0 days 00:00:00.036162
1648,gravitational/teleport,3, teleport-connect-preview- v,35,13,7,277,312,0 days 00:00:00.909571
1649,memcached/memcached,1,,4,0,2,86,90,0 days 00:00:00.348795
1650,roots/sage,2, v,27,7,10,35,62,0 days 00:00:00.114700
1651,webpack-contrib/webpack-bundle-analyzer,1,v,32,6,6,34,66,0 days 00:00:00.041081
1652,http-party/http-server,2, v,15,1,7,30,45,0 days 00:00:00.213988
1653,BrowserSync/browser-sync,3, v2-rc v,45,10,3,184,229,0 days 00:00:00.159045
1654,apache/druid,1,druid-,18,1,13,366,384,0 days 00:00:00.826744
1655,aurelia/framework,1,,23,2,5,32,55,0 days 00:00:00.048307
1656,jaredreich/pell,1,v,6,1,1,6,12,0 days 00:00:00.012591
1657,Tonejs/Tone.js,2, r,12,1,8,4,16,0 days 00:00:00.190670
1658,Tamsiree/RxTool,2, v,15,1,1,177,192,0 days 00:00:00.084014
1659,pytorch/vision,2,ciflow/default/ v,16,2,9,18,34,0 days 00:00:00.315184
1660,karma-runner/karma,2, v,35,8,10,198,233,0 days 00:00:00.296097
1661,FaridSafi/react-native-gifted-chat,2, v,16,1,6,46,62,0 days 00:00:00.063616
1662,rrweb-io/rrweb,5, rrweb-snapshot@ rrweb@ rrdom@ rrweb-player@,6,0,2,92,98,0 days 00:00:00.064908
1663,ramsey/uuid,1,,26,4,12,37,63,0 days 00:00:00.063480
1664,thingsboard/thingsboard,1,v,15,2,7,33,48,0 days 00:00:00.387674
1665,flairNLP/flair,1,v,11,1,6,12,23,0 days 00:00:00.192755
1666,typescript-eslint/typescript-eslint,2, v,122,84,0,50,172,0 days 00:00:00.286990
1667,ben-manes/caffeine,2, v,16,3,6,45,61,0 days 00:00:00.174749
1668,segmentio/evergreen,1,v,51,7,1,84,135,0 days 00:00:00.083631
1669,medusajs/medusa,40,medusa-payment-manual@ medusa-interfaces@ medusa-plugin-economic@ medusa-file-spaces@ @medusajs/medusa-cli@ medusa-plugin-discount-generator@ medusa-file-s3@ medusa-plugin-segment@ medusa-plugin-twilio-sms@ medusa-plugin-contentful@ medusa-plugin-slack-notification@ medusa-plugin-sendgrid@ medusa-telemetry@ medusa-payment-klarna@ medusa-plugin-meilisearch@ medusa-source-shopify@ create-medusa-app@ medusa-plugin-restock-notification@ gatsby-source-medusa@ medusa-payment-adyen@ medusa-file-minio@ medusa-plugin-ip-lookup@ babel-preset-medusa-package@ medusa-payment-paypal@ medusa-plugin-algolia@ medusa-plugin-mailchimp@ medusa-core-utils@ medusa-fulfillment-manual@ medusa-react@ medusa-plugin-add-ons@ medusa-plugin-wishlist@ medusa-plugin-permissions@ @medusajs/medusa@ @medusajs/medusa-js@ medusa-dev-cli@ medusa-payment-stripe@ medusa-test-utils@ medusa-plugin-brightpearl@ v medusa-fulfillment-webshipper@,7,0,1,1308,1315,0 days 00:00:01.709864
1670,AdguardTeam/AdGuardHome,1,v,19,6,4,31,50,0 days 00:00:00.146946
1671,ranger/ranger,1,v,10,0,8,31,41,0 days 00:00:00.300492
1672,lit/lit,20, @lit-labs/task@ @lit-labs/ssr-client@ @lit/localize-tools@ @lit/reactive-element@ @lit-labs/eleventy-plugin-lit@ @lit-labs/scoped-registry-mixin@ @lit-labs/ssr@ @lit-labs/motion@ lit-html@ @lit-labs/analyzer@ @lit-labs/router@ @lit-labs/observers@ @lit/ts-transformers@ lit-element@ @lit-labs/context@ @lit/localize@ lit@ @lit-labs/react@ v,20,3,5,96,116,0 days 00:00:00.102820
1673,influxdata/telegraf,4, igloo-rc plugins-rc v,29,3,19,109,138,0 days 00:00:00.522810
1674,plotly/plotly.py,6, widget-v jupyterlab-plotly-v v chart-studio-v plotly-geo-v,48,16,3,42,90,0 days 00:00:00.259461
1675,emirpasic/gods,1,v,19,7,1,6,25,0 days 00:00:00.027529
1676,mikepenz/MaterialDrawer,1,v,35,9,7,166,201,0 days 00:00:00.163042
1677,LuckSiege/PictureSelector,2,v. v,12,5,5,91,103,0 days 00:00:00.312827
1678,microsoft/nni,1,v,27,9,2,16,43,0 days 00:00:00.287700
1679,NetEase/pomelo,2, v,9,1,4,84,93,0 days 00:00:00.100664
1680,apexcharts/apexcharts.js,2, v,32,9,3,54,86,0 days 00:00:00.103782
1681,PuerkitoBio/goquery,1,v,12,0,5,10,22,0 days 00:00:00.022882
1682,QL-Win/QuickLook,2, v,4,1,1,38,42,0 days 00:00:00.039957
1683,nock/nock,2, v,125,15,5,181,306,0 days 00:00:00.214077
1684,go-chi/chi,1,v,12,1,2,27,39,0 days 00:00:00.037238
1685,rjsf-team/react-jsonschema-form,1,v,71,15,6,52,123,0 days 00:00:00.117317
1686,d2-projects/d2-admin,2, v,25,6,4,62,87,0 days 00:00:00.155462
1687,koekeishiya/yabai,1,v,12,5,1,34,46,0 days 00:00:00.049214
1688,alibaba/tengine,3, tengine- tags/tengine-,7,0,6,22,29,0 days 00:00:00.113925
1689,mifi/lossless-cut,1,v,70,29,8,67,137,0 days 00:00:00.105040
1690,sindresorhus/got,1,v,70,18,8,71,141,0 days 00:00:00.199084
1691,spicetify/spicetify-cli,2,v. v,23,9,4,52,75,0 days 00:00:00.048512
1692,netchx/netch,2, v,6,1,2,47,53,0 days 00:00:00.116119
1693,meolu/walle-web,1,v,13,6,1,6,19,0 days 00:00:00.058145
1694,kyleneideck/BackgroundMusic,1,v,3,0,2,3,6,0 days 00:00:00.036772
1695,rizinorg/cutter,1,v,14,6,5,16,30,0 days 00:00:00.116675
1696,openwrt/openwrt,1,v,4,0,3,29,33,0 days 00:00:02.936837
1697,video-dev/hls.js,1,v,16,2,9,185,201,0 days 00:00:00.629507
1698,twitter/twemproxy,2, v,4,0,3,10,14,0 days 00:00:00.043836
1699,mikecao/umami,1,v,46,38,0,3,49,0 days 00:00:00.090141
1700,chenshuo/muduo,2,pre-cpp v,12,1,6,45,57,0 days 00:00:00.058055
1701,OpenRA/OpenRA,5, pkgtest- devtest- playtest- release-,309,198,16,16,325,0 days 00:00:01.965757
1702,blitz-js/blitz,2,affbcb v,41,35,0,74,115,0 days 00:00:00.356577
1703,FreeCAD/FreeCAD,1,,7,0,6,10,17,0 days 00:00:01.358016
1704,apple/foundationdb,2, snowflake-,8,0,7,120,128,0 days 00:00:01.402647
1705,bettercap/bettercap,1,v,33,21,5,10,43,0 days 00:00:00.111692
1706,hotwired/stimulus,1,v,12,5,4,14,26,0 days 00:00:00.055124
1707,facebook/flipper,2, v,136,123,0,66,202,0 days 00:00:00.727513
1708,EOSIO/eos,3,box-pre- dawn-v v,15,6,4,80,95,0 days 00:00:01.276960
1709,graphile/postgraphile,1,v,35,3,7,60,95,0 days 00:00:00.145014
1710,marko-js/marko,5,@marko/translator-default@ marko@ @marko/babel-utils@ @marko/compiler@ v,78,14,3,525,603,0 days 00:00:00.776033
1711,slimphp/Slim,1,,40,6,21,55,95,0 days 00:00:00.245306
1712,xinntao/Real-ESRGAN,1,v,2,1,0,12,14,0 days 00:00:00.013473
1713,dotnet/efcore,4, rel/ release/ v,9,0,7,102,111,0 days 00:00:00.902757
1714,Netflix/eureka,5, blitz4j- eureka- v v.,25,0,0,203,228,0 days 00:00:00.261842
1715,mengshukeji/Luckysheet,2,doc v,3,0,0,16,19,0 days 00:00:00.050175
1716,dimsemenov/Magnific-Popup,1,,3,0,2,18,21,0 days 00:00:00.029844
1717,realm/realm-java,4,b alpha- DLL-Ver- v,101,44,12,91,192,0 days 00:00:00.576322
1718,wenzhixin/bootstrap-table,1,,18,3,9,39,57,0 days 00:00:00.382711
1719,Textualize/textual,1,v,0,0,0,10,10,0 days 00:00:00.028716
1720,CodeSeven/toastr,2, v,4,0,2,10,14,0 days 00:00:00.032800
1721,mantinedev/mantine,1,,19,14,0,90,109,0 days 00:00:00.447790
1722,tinymce/tinymce,24, @ephox/porkbun@ @ephox/polaris@ @ephox/agar@ @tinymce/oxide@ @ephox/dragster@ @ephox/sugar@ @ephox/snooker@ @ephox/jax@ @ephox/mcagar@ @ephox/robin@ @ephox/sand@ @ephox/katamari@ @ephox/phoenix@ @ephox/boss@ @ephox/acid@ @ephox/echo@ @ephox/alloy@ @ephox/darwin@ @ephox/katamari-assertions@ @tinymce/oxide-icons-default@ @ephox/imagetools@ @ephox/bridge@ @ephox/boulder@,59,0,17,1408,1467,0 days 00:00:03.663213
1723,nexe/nexe,1,v,5,1,1,14,19,0 days 00:00:00.042026
1724,projectlombok/lombok,1,v,7,0,6,47,54,0 days 00:00:00.317822
1725,RPCS3/rpcs3,1,v,5,0,3,21,26,0 days 00:00:00.767080
1726,searx/searx,2, v,14,1,12,3,17,0 days 00:00:00.220131
1727,cloudwu/skynet,1,v,15,7,6,18,33,0 days 00:00:00.112076
1728,getlantern/lantern,6, lantern- android-sdk- _ v natty-beta,21,1,3,164,185,0 days 00:00:00.852137
1729,antvis/G2,2, v,13,1,5,144,157,0 days 00:00:00.359306
1730,Yalantis/uCrop,1,,0,0,0,8,8,0 days 00:00:00.020906
1731,java-decompiler/jd-gui,1,v,7,4,1,11,18,0 days 00:00:00.019258
1732,MobSF/Mobile-Security-Framework-MobSF,2, v,5,0,1,37,42,0 days 00:00:00.099340
1733,conventional-changelog/commitlint,1,v,47,14,5,89,136,0 days 00:00:00.275722
1734,kubernetes/dashboard,1,v,15,1,9,20,35,0 days 00:00:00.238163
1735,ankitects/anki,1,,1,0,0,83,84,0 days 00:00:00.432171
1736,PHPOffice/PhpSpreadsheet,1,,24,6,7,10,34,0 days 00:00:00.313031
1737,tensorflow/tfjs-models,19,qna-v depth-estimation-v pose-detection-v speech-commands-v hand-pose-detection-v handpose-v body-pix-v face-detection-v universal-sentence-encoder-v mobilenet-v posenet-v facemesh-v knn-classifier-v body-segmentation-v blazeface-v face-landmarks-detection-v deeplab-v coco-ssd-v toxicity-v,6,0,0,70,76,0 days 00:00:00.173226
1738,gopherjs/gopherjs,2,v go,2,0,0,3,5,0 days 00:00:00.102853
1739,pagehelper/Mybatis-PageHelper,1,v,18,5,6,42,60,0 days 00:00:00.038045
1740,micro/micro,2, v,62,36,2,37,99,0 days 00:00:00.251713
1741,google/guice,2, snapshot,19,4,10,4,23,0 days 00:00:00.120000
1742,single-spa/single-spa,2, v,29,1,5,85,114,0 days 00:00:00.082883
1743,davisking/dlib,1,v,55,12,13,0,55,0 days 00:00:00.390544
1744,argoproj/argo-workflows,2, v,23,7,9,102,125,0 days 00:00:00.248125
1745,containerd/containerd,2, v,9,1,7,76,85,0 days 00:00:00.869487
1746,frappe/erpnext,2, v,153,125,7,763,916,0 days 00:00:03.361902
1747,nightwatchjs/nightwatch,1,v,16,1,9,207,223,0 days 00:00:00.167992
1748,ccampbell/mousetrap,1,,7,1,5,21,28,0 days 00:00:00.023793
1749,jquery/jquery-ui,1,,8,1,6,38,46,0 days 00:00:00.314413
1750,FriendsOfPHP/PHP-CS-Fixer,1,v,48,26,15,148,196,0 days 00:00:00.619410
1751,google/brotli,1,v,6,1,4,10,16,0 days 00:00:00.062121
1752,hashicorp/nomad,1,v,17,0,15,104,121,0 days 00:00:01.262615
1753,mail-in-a-box/mailinabox,1,v,45,13,11,0,45,0 days 00:00:00.214541
1754,ajv-validator/ajv,2, v,71,26,4,89,160,0 days 00:00:00.149088
1755,pybind/pybind11,2,archive/yclass_v v,19,4,8,16,35,0 days 00:00:00.136984
1756,octalmage/robotjs,1,v,6,0,4,28,34,0 days 00:00:00.040654
1757,SFTtech/openage,1,v,5,2,2,4,9,0 days 00:00:00.266183
1758,allenai/allennlp,2, v,24,4,5,23,47,0 days 00:00:00.156394
1759,the-control-group/voyager,1,v,5,0,3,35,40,0 days 00:00:00.152025
1760,elastic/beats,3, libbeat/v v,45,10,9,136,181,0 days 00:00:01.909754
1761,ansible/awx,1,,36,18,2,20,56,0 days 00:00:01.562929
1762,baidu/amis,1,,9,5,2,37,46,0 days 00:00:00.416707
1763,permissions-dispatcher/PermissionsDispatcher,2, ktx-,22,5,8,35,57,0 days 00:00:00.192494
1764,nats-io/nats-server,1,v,17,2,12,49,66,0 days 00:00:00.265730
1765,keeweb/keeweb,1,v,25,10,9,103,128,0 days 00:00:00.433612
1766,stylus/stylus,1,,53,28,10,115,168,0 days 00:00:00.247804
1767,beetbox/beets,1,v,6,1,4,30,36,0 days 00:00:00.513983
1768,codecentric/spring-boot-admin,1,,12,0,11,62,74,0 days 00:00:00.091517
1769,Chia-Network/chia-blockchain,3, Alpha- alpha-,6,4,0,36,42,0 days 00:00:00.408664
1770,json-iterator/go,3, jsoniter-go- v,2,0,1,29,31,0 days 00:00:00.045091
1771,apache/pulsar,1,v,14,1,10,37,51,0 days 00:00:00.691010
1772,jonas/tig,1,tig-,27,6,19,22,49,0 days 00:00:00.115754
1773,facebook/watchman,2,mlion_ v,38,11,4,110,148,0 days 00:00:00.631159
1774,tomnomnom/gron,2, v,7,1,1,27,34,0 days 00:00:00.019859
1775,dgraph-io/badger,1,v,14,3,6,20,34,0 days 00:00:00.094650
1776,WickyNilliams/headroom.js,1,v,9,0,2,8,17,0 days 00:00:00.021485
1777,postmanlabs/httpbin,3,deployment-test- deployment-prod- v,16,1,3,12,28,0 days 00:00:00.042688
1778,taye/interact.js,1,v,11,0,4,102,113,0 days 00:00:00.277437
1779,ent/ent,1,v,10,2,4,21,31,0 days 00:00:00.096338
1780,containrrr/watchtower,1,v,8,1,5,24,32,0 days 00:00:00.048261
1781,doctrine/inflector,2, v,6,0,4,10,16,0 days 00:00:00.029964
1782,mobile-shell/mosh,1,mosh-,4,2,1,10,14,0 days 00:00:00.064431
1783,SpartnerNL/Laravel-Excel,2, v,11,1,4,143,154,0 days 00:00:00.122562
1784,Kotlin/kotlinx.coroutines,1,,24,11,6,38,62,0 days 00:00:00.130156
1785,reactos/reactos,70,backups/GSoC_Network@ backups/ntoskrnl-audit@ backups/rbuild@ backups/ros-csrss@ backups/pierre-fsd@ backups/avendor@ backups/arty-newcc@ backups/vs_jc@ backups/FreeLoader@ backups/pnpmgr_cleanup@ backups/umode_net_branch@ backups/ELF_support@ backups/new_headers@ backups/aicom-network-fixes@ backups/unmaintained@ backups/cmake-bringup@ backups/header-work@ backups/tcpip_revolution@ backups/hyperion@ backups/powerpc@ backups/wlan-bringup@ backups/danny-web@ backups/ROS@ backups/keyboard_heavy_lifting@ backups/cache_manager_rewrite@ backups/jcatena-branch@ backups/lean-explorer@ backups/c++-bringup@ backups/reactos@ backups/alex-cm-branch@ ReactOS- backups/arty-stable@ backups/reactx@ backups/curicon_rewrite@ backups/sndblst@ backups/nyadav-audio-branch@ backups/DBXSL@ backups/old_reactx@ backups/silverblade-audio@ backups/umode-network-branch@ backups/the-real-msvc@ backups/tcp-rewrite-branch@ backups/iut-netsh@ backups/lean-explorer_tmp@ backups/services--dd--floppy@ backups/baikalnet@ backups/xmlbuildsystem@ backups/expat-rbuild@ backups/GSoC_Themes@ backups/reactos-yarotows@ backups/xen@ backups/KJKHyperion-RtlUnwind@ backups/ros@ backups/rox-u@ backups/winldr@ backups/colins-printing-for-freedom@ backups/usb-bringup@ backups/alex_devel_branch@ backups/mpw@ backups/shell-experiments@ backups/audio-bringup@ backups/usb-bringup-trunk@ v backups/alex-kd-branch@ backups/no-windres-workaround@ backups/aicom-network-stable@ backups/KJKHyperion-ntoskrnl-fixnotifs@ backups/clipboard@ backups/Ash_Shell@ backups/cis@,74,10,43,64,138,0 days 00:00:04.010384
1786,networkx/networkx,1,networkx-,37,7,25,10,47,0 days 00:00:00.432853
1787,octobercms/october,1,v,5,0,2,203,208,0 days 00:00:00.346110
1788,wbkd/react-flow,2, v,56,27,2,118,174,0 days 00:00:00.202873
1789,GoogleChrome/workbox,1,v,24,9,7,38,62,0 days 00:00:00.098128
1790,jaredpalmer/razzle,24, razzle-dev-utils@ razzle-plugin-scss@ razzle-plugin-elm@ razzle-start-server-webpack-plugin@ razzle-plugin-devcert@ razzle-plugin-preact@ razzle-plugin-css@ razzle-plugin-bundle-analyzer@ create-razzle-app@ razzle-plugin-react@ razzle-plugin-mdx@ razzle-plugin-less@ razzle-plugin-vue@ razzle@ babel-preset-razzle@ razzle-plugin-eslint@ razzle-plugin-php@ razzle-plugin-manifest@ razzle-plugin-svelte@ razzle-plugin-graphql@ razzle-plugin-typescript@ razzle-plugin-inferno@ v,16,3,5,129,145,0 days 00:00:00.146485
1791,summernote/summernote,1,v,8,2,2,52,60,0 days 00:00:00.274990
1792,javve/list.js,2, v,11,3,5,10,21,0 days 00:00:00.044584
1793,lokesh/color-thief,2, v,5,0,2,6,11,0 days 00:00:00.017184
1794,nltk/nltk,1,,8,0,7,23,31,0 days 00:00:00.970499
1795,ionic-team/stencil,1,v,53,33,2,189,242,0 days 00:00:00.397632
1796,GoogleChromeLabs/ndb,1,v,2,0,0,57,59,0 days 00:00:00.054515
1797,egulias/EmailValidator,1,,8,0,5,47,55,0 days 00:00:00.057145
1798,Chocobozzz/PeerTube,2,test-tag- v,17,0,6,10,27,0 days 00:00:00.449058
1799,compiler-explorer/compiler-explorer,1,gh-,1309,4,0,0,1309,0 days 00:00:02.374890
1800,diegomura/react-pdf,18, @react-pdf/image@ @react-pdf/renderer@ @react-pdf/types@ @react-pdf/stylesheet@ @react-pdf/textkit@ @react-pdf/svgkit@ @react-pdf/render@ @react-pdf/font@ @react-pdf/png-js@ @react-pdf/fontkit@ @react-pdf/yoga@ @react-pdf/pdfkit@ @react-pdf/zlib@ v @react-pdf/primitives@ @react-pdf/unicode-properties@ @react-pdf/layout@,17,4,1,234,251,0 days 00:00:00.392678
1801,browserslist/browserslist,1,,49,10,5,119,168,0 days 00:00:00.098611
1802,jxnblk/mdx-deck,1,v,21,14,1,91,112,0 days 00:00:00.092681
1803,Rapptz/discord.py,1,v,24,11,6,41,65,0 days 00:00:00.155336
1804,fengyuanchen/cropperjs,1,v,14,6,3,40,54,0 days 00:00:00.038755
1805,casesandberg/react-color,2, v,14,0,4,23,37,0 days 00:00:00.043558
1806,dolthub/dolt,3, go/v v,30,19,2,119,149,0 days 00:00:01.035902
1807,doctrine/instantiator,1,,5,0,4,7,12,0 days 00:00:00.026962
1808,swaywm/sway,1,,22,5,8,7,29,0 days 00:00:00.469381
1809,phalcon/cphalcon,3,Dao-v phalcon-v v,15,2,8,80,95,0 days 00:00:00.895107
1810,highcharts/highcharts,4,v test-v highmaps-v highstock-v,27,0,19,153,180,0 days 00:00:01.329262
1811,downshift-js/downshift,1,v,49,0,0,179,228,0 days 00:00:00.116717
1812,lingochamp/FileDownloader,1,v,11,2,2,56,67,0 days 00:00:00.055671
1813,OpenRCT2/OpenRCT2,1,v,4,0,3,23,27,0 days 00:00:01.172845
1814,tymondesigns/jwt-auth,1,,6,2,2,29,35,0 days 00:00:00.067416
1815,App-vNext/Polly,2, v,7,1,2,4,11,0 days 00:00:00.043170
1816,FiloSottile/age,1,v,1,0,0,0,1,0 days 00:00:00.014057
1817,polybar/polybar,1,,20,5,7,84,104,0 days 00:00:00.276756
1818,apache/zookeeper,2,release- ,10,0,4,40,50,0 days 00:00:00.228487
1819,withspectrum/spectrum,3, desktop-v v,10,7,1,151,161,0 days 00:00:00.774886
1820,chjj/blessed,1,v,1,0,0,79,80,0 days 00:00:00.062448
1821,dotnet/AspNetCore.Docs,1,,40,24,1,0,40,0 days 00:00:00.685438
1822,mholt/PapaParse,1,,19,1,2,55,74,0 days 00:00:00.042188
1823,z-song/laravel-admin,2, v,3,0,2,74,77,0 days 00:00:00.162771
1824,star7th/showdoc,2, v,18,1,5,124,142,0 days 00:00:00.098089
1825,redis/jedis,3, jedis- v,27,7,17,36,63,0 days 00:00:00.277629
1826,go-playground/validator,1,v,94,12,6,59,153,0 days 00:00:00.085229
1827,VSCodeVim/Vim,2, v,38,18,6,187,225,0 days 00:00:00.315968
1828,avwo/whistle,1,v,31,11,10,342,373,0 days 00:00:00.692063
1829,spatie/laravel-permission,1,,87,18,4,71,158,0 days 00:00:00.102027
1830,rqlite/rqlite,1,v,56,35,4,39,95,0 days 00:00:00.259728
1831,openresty/openresty,1,v,1,0,0,161,162,0 days 00:00:00.119222
1832,abseil/abseil-cpp,1,,17,0,1,0,17,0 days 00:00:00.053537
1833,restify/node-restify,2, v,44,11,7,96,140,0 days 00:00:00.107403
1834,GoogleContainerTools/kaniko,1,v,33,14,4,4,37,0 days 00:00:00.090225
1835,PatrickJS/angular-starter,2, v,6,3,1,5,11,0 days 00:00:00.162398
1836,thanos-io/thanos,1,v,26,7,2,17,43,0 days 00:00:00.147240
1837,akiran/react-slick,2, v,13,3,5,27,40,0 days 00:00:00.056539
1838,milvus-io/milvus,1,v,9,3,3,15,24,0 days 00:00:00.950139
1839,dbcli/pgcli,2, v,39,12,9,47,86,0 days 00:00:00.191274
1840,peers/peerjs,2, v,6,1,4,30,36,0 days 00:00:00.054817
1841,asciinema/asciinema,1,v,10,0,8,12,22,0 days 00:00:00.044323
1842,netbox-community/netbox,2, v,24,6,13,173,197,0 days 00:00:00.505969
1843,dbcli/mycli,1,v,26,8,9,20,46,0 days 00:00:00.082669
1844,luin/ioredis,2, v,54,9,4,132,186,0 days 00:00:00.229849
1845,styleguidist/react-styleguidist,2, v,47,16,3,215,262,0 days 00:00:00.170905
1846,golangci/golangci-lint,1,v,47,23,1,63,110,0 days 00:00:00.120541
1847,dangrossman/daterangepicker,2, v,5,1,3,58,63,0 days 00:00:00.048023
1848,jina-ai/clip-as-service,1,v,15,7,0,92,107,0 days 00:00:00.096563
1849,TypeStrong/ts-node,1,v,52,3,7,83,135,0 days 00:00:00.073834
1850,brave/brave-browser,2,bsc-debug-nightly-win v,4,0,0,5124,5128,0 days 00:00:50.336280
1851,tidwall/gjson,1,v,15,0,2,42,57,0 days 00:00:00.028733
1852,redis/redis-py,2, v,15,2,9,49,64,0 days 00:00:00.105868
1853,imakewebthings/waypoints,2, v,6,1,4,17,23,0 days 00:00:00.026369
1854,okonet/lint-staged,2, v,44,3,3,145,189,0 days 00:00:00.094701
1855,aspnetboilerplate/aspnetboilerplate,3, v. v,91,42,5,125,216,0 days 00:00:00.467274
